English,Japanese
A citizen cleared block paint,
Lone wolf. May specialize in everything. Fast skill rate.,
Self-Reliant Society. May specialize in most things. Medium skill rate.,
"Stable Society. May specialize in needed amount, plus extra. Normal skill rate.",
"High-Trust Society. May specialize in needed amount, with minimal extra. Slow skill rate.",
Very Slow,
Slow,
Very Fast,
120 Days until meteor hits. Very leisurely pace.,
60 Days until meteor hits. Longer time at each era.,
30 Days until meteor hits. Normal progression rate.,
10 Days until meteor hits. Rapid progress.,
5 Days until meteor hits. Turbo mode.,
"Citizens can carry way more than reality, and craft time is much reduced.",
"Citzens can carry a bit more than reality, and craft times are normal.",
"Citizens can carry the same amount as in reality, and craft times reflect real times.",
Advanced settings that are changed whenever the other settings above are changed.,
Defines what type of game should be run. These settings are used to generate Difficulty Modifiers.,
How many days until the meteor would hit?,
Each citizen may take professions until they have this percent of the total number. 10 total available in vanilla.,
Each citizen may take specialties until they have this percent of the total number. 33 total available in vanilla.,
"Multiplier applied to fuel yield per unit. Values below 1 decrease fuel used, above 1 increase fuel used. A server restart is required for correct calculation.",
"Can citizens abandon stars they spent on specialties, allowing them to choose other specialties? Note: specialties cannot be abandoned when there are active work orders which the citizen contributed to using that specialty.",
Percentage of speciality experience that is also gained as character level experience (which otherwise only comes from food/housing). Not recommended for public servers. Default: 0,
Allows or prevents building in deep ocean biome. Prevents building ocean-bridges to make boats more necessary.,
Pink,
Brown,
Gray,
Orange,
Purple,
Maroon,
Teal,
Gold,
Silver,
Olive,
Peach,
Indigo,
Rose,
Lemon,
Ivory,
Beige,
Forest Green,
Coral,
Navy,
Mustard,
Slate,
Ruby,
Chocolate,
Plum,
Tangerine,
Sky Blue,
Sienna,
Lavender,
Turquoise,
The name of this server. Max 250 characters.,
Give yourself mixed paint for predefined named colors,
clearpaint,
Clears paint in area with radius specified around the player. Max = 20,
A simple animal skin processed for indoor use.,
Bison Pelt,
A decorative bonsai tree cut with artistical skill.,
Bonsai,
Deer Pelt,
Fish Kites,
Fox Pelt,
Hare Pelt,
Wolf Pelt,
age,
namedColorIndex,
"This may be due to maintenance, you can check the server status at: {0}",
"If the status page doesn't report a maintenance, please reach out to {0}.",
Couldn't connect to Strange Loop servers.,
"Eco is now in offline mode. You can still play on local worlds and servers in offline mode, but you will not be able to connect to servers in online mode until connection has been restored.",
Spawns a number of animals of each species,
Note: Admins can change exhaustion settings in the escape menu under 'World Settings'.,
"In this world, you have a limited amount of time you can work per day before becoming {0}. Once exhausted, you will not be able to spend calories on most activities.",
(Time rolls over each day to a maximum of {0}),（時間は毎日{0} までに繰り越されます）
Surface Tags.Has Table Surface,
Surface Tags.Has Floor Surface,
Scrap Tool,
Compost Adobe,
Waste Product,
Renters:,
Paid items cannot be bought or sold in stores in this world (due to world config setting).,
Warning: This object has no nearby storage!,
Warning: This object is not linked to any of the nearby storages!,
Place a nearby stockpile or chest.,
Click 'Put Into' or 'Take From' on storages you wish to connect.,
Cannot craft {0}: premium items are blocked in this world due to admin config.,
Strange Loop has marked this as an exceptional server.,
Host has hosted {0} days across all their servers.,
High cultural level in this world.,
Low Cultural level in this world.,
"Server did not set play-times, cannot calculate overlap.",
Server has no exhaustion-limit set on citizens.{0}This matches your setting of {1} hours per-day by {2}.,
Server has an exhaustion-limit set on citizens after {0} hours.{1}This matches your setting of {2} hours per-day by {3}.,
Featured World,
Exceptional Host,
Experienced Host,
Culturally Advanced,
Culturally Undeveloped,
Playable Hours Per Day (Exhaustion),
Max Roll-Over Hours,
Bonus Hours For Late Joiners,
Collaboration Level,
Game Speed,
Simulation Level,
Days Until Impact,
Blocked Entirely,
Blocked from Trade,
Premium Item Restrictions,
Cannot open Marketplace: premium items are blocked in this world due to admin config.,
Purchase Cancelled,
Must be public and have several active players,
at least 10 users with 2 hours recent playtime,
"This recipe has {0} more ingredients, select to view them all",
More Ingredients,
{0}% reduced,
Settings applied.,
Total Professions: {0},
Total Specialties: {0},
Hide Advanced Settings,
Show Advanced Settings,
"Cannot place {0}, premium items are blocked in this world.",
Cannot place {0} without owning required blueprint from Marketplace (due to world config setting).,
Clear color,
Eat,
Painter,
"Typically sharing a house with 1 or 2 others will be more cost efficient than each building a house of their own. However, for roommates beyond those numbers, the benefits start to shift.  So having some roommates, but not too many, is advantageous.",通常、1人または2人と家を共有することは、それぞれが自分の家を建てるよりもコスト効率が高くなります。しかし、その人数を超えるルームメイトがいる場合、その利点は変わり始めます。したがって、ある程度のルームメイトがいることは有利ですが、多すぎるのは避けた方が良いでしょう。
{0} residents: -{1} {2} Current,
{0} residents: -{1},
"Final value ({0} value, limited to {1}x of artist's value ({2})):",
Paint,
Lots of different paint buckets for test,
{0} cannot secede from {1}.,
Occupancy Penalty: {0} ({1} for {2} residents),
Occupancy Bonus: {0} ({1} for {2} residents),
Color: {0},
Name contains invalid characters.,
Edit World Settings,
View World Settings,
View {0} does not exists.,
"This server is in offline mode, but you are not - you cannot join it until it has been restarted in online mode.",
"You are in offline mode, but this server is not - you cannot join it until your connection to the Strange Loop servers has been restored.",
"Remember: rooms can have small gaps (one or two spaces wide) for doors and windows, and you must build on land you own.",
Join this World's Discord,
Open your backpack (Hotkey: {0}).,バックパックを開く。（ホットキー: {0}）
Move the {0} to your toolbar.,{0} をツールバーに移動してください。
Place the workbench in the world.,
Open your {0}.,
"Click the {0} Recipe, change quantity to 10 or more, then click 'Start Project'.",
Use the {0} to place dirt in the stockpile.,
Target a rock and hold left mouse button. Break big chunks an extra time.,
"Around you is a living ecosystem, rich with plants, animals, and natural resources.",あなたの周りには、豊かな植物や動物、そして自然資源が広がる生態系が生きています。
Start a Wood Stockpile,
"Click the Workbench Recipe, then click 'Start Project'.",作業台のレシピをクリックし、「プロジェクトを開始」をクリックしてください。
Make Adobe Blocks,
Target the ground with your shovel and click left mouse button.,
View the Map,
Open the map by clicking the button next to it or pressing 'M'.,
Camera Controls,
Cannot change settings if you're not an admin.,
Enable or disable Exhaustion at Difficulty Settings > Game Settings,
Not enough stars to learn this. Gain stars by increasing your housing and nutrition score.,
Cannot abandon specialties in this world due to settings.,
Cannot abandon the {0} specialty.,
You cannot abandon specialties until youve reached the maximum amount of specialties allowed ({0}).,
