English,Korean
"If set, we don't care where citizens bought any items, we allow all of them to be used here.","If set, we don't care where citizens bought any items, we allow all of them to be used here."
"If the above option is not enabled and this world doesn't accept all items, this list can contain the IDs of worlds and the IDs of owners of worlds from which this server will allow items. This allows specifying servers together in a network of shared item usage.","If the above option is not enabled and this world doesn't accept all items, this list can contain the IDs of worlds and the IDs of owners of worlds from which this server will allow items. This allows specifying servers together in a network of shared item usage."
"If set, we don't care where citizens got an achievement, we allow all of them to be used displayed and used here.","If set, we don't care where citizens got an achievement, we allow all of them to be used displayed and used here."
"If true, paid variants of items will not be allowed in stores.","If true, paid variants of items will not be allowed in stores."
homesteadreport,homesteadreport
Shows a report of how neighboring settlements may impact a homestead that is placed at the citizen's current location.,시민이 현재 있는 곳에 마련한 터전에 영향을 끼칠 수 있는 이웃한 정착지들에 대한 보고서를 보여줍니다.
settlementreport,settlementreport
"Shows a report of how neighboring settlements may impact a settlement that is placed at the citizen's current location.  Pass a number to specify settlement type that would be placed (0 = town, 1 = country, etc)","Shows a report of how neighboring settlements may impact a settlement that is placed at the citizen's current location.  Pass a number to specify settlement type that would be placed (0 = town, 1 = country, etc)"
enabledisable,enabledisable
seten,seten
Enables or disables a settlement. This will stop it from casting influence or applying laws when disabled.,Enables or disables a settlement. This will stop it from casting influence or applying laws when disabled.
Settlement Min Required Plot Coverage Percentage,정착지의 필지 장악 필수 최소 비율
Homestead Min Required Plot Coverage Percentage,터전의 필지 장악 필수 최소 비율
A country/federation's influence must overlap a child town/country by this percentage in order to be a child.,A country/federation's influence must overlap a child town/country by this percentage in order to be a child.
Minimum required ratio of homestead plots covered by settlement's influence to be a child.,정착지의 영향력이 닿는 터전의 필지가 그 정착지의 자식이 되기 위해 요구되는 최소 비율.
Maps player reputation to culture points.,Maps player reputation to culture points.
Maps reputation of the artwork to culture points.,Maps reputation of the artwork to culture points.
"Maps the reputation of a property to a multiplier for the value of that property, for Residential property type.","Maps the reputation of a property to a multiplier for the value of that property, for Residential property type."
clearall,clearall
cleartowns,cleartowns
Destroy all things related with the passed settlement and unclaim all property.,Destroy all things related with the passed settlement and unclaim all property.
boostsettlement,boostsettlement
boostsettlementculture,boostsettlementculture
boostproperty,boostproperty
boostpropertyculture,boostpropertyculture
"Sets a boost to the culture value of the given deed, or the property where the user is standing if not specified","주어진 증서나, 지정되지 않으면 사용자가 서 있는 부지의 문화 점수를 촉진합니다."
Gives reputation from the given user (defaulting to self if not set) to the given target (picture or user) ignoring limits by default.,주어진 사용자(정해지지 않으면 기본값이 자신)한테서 주어진 목표(그림 혹은 사용자)에게 기본값의 제한을 무시하고 평판을 부여합니다.
reprep,reprep
masterpieces,masterpieces
vincent,vincent
"Gives reputation to all pictures ignoring limits, can set settlement to only apply reputation to pictures under its influence.","Gives reputation to all pictures ignoring limits, can set settlement to only apply reputation to pictures under its influence."
"When this is toggled, only unaffiliated homesteads (not a member of any settlement) will be allowed to expand into our settlement influence.",해당 기능을 조정하면 오직 관계를 맺지 않은 터전만이 (어느 정착지에도 소속되지 않음) 정착지 영향력을 확장하도록 할 것입니다.
The founding of a Settlement will create an influence area that can be observed on the map. The chosen color will signify the extent of influence generated by this Settlement.,The founding of a Settlement will create an influence area that can be observed on the map. The chosen color will signify the extent of influence generated by this Settlement.
"Check the current surroundings to see if it's a room, and if not explain why not. Recalculate outdoor area.","Check the current surroundings to see if it's a room, and if not explain why not. Recalculate outdoor area."
resolveoverburdened,resolveoverburdened
overb,overb
"Any deed that is overburdened (too many plots claimed, not enough claim papers) will have plots unclaimed immediately (instead of waiting for timer)","Any deed that is overburdened (too many plots claimed, not enough claim papers) will have plots unclaimed immediately (instead of waiting for timer)"
"When you're not using tools for a job, you put these to work.","When you're not using tools for a job, you put these to work."
Move Elevator Action,Move Elevator Action
Move/Stop elevator,Move/Stop elevator
"Only triggers laws from settlements that the Citizen is a part of, or settlements (and their parents) holding the bank account.","Only triggers laws from settlements that the Citizen is a part of, or settlements (and their parents) holding the bank account."
Only triggers laws from settlements that the Citizen is a part of.,Only triggers laws from settlements that the Citizen is a part of.
A citizen transferred property influenced by the settlement.,A citizen transferred property influenced by the settlement.
Only triggers laws on settlements influencing the deed.,Only triggers laws on settlements influencing the deed.
The citizen who transfered the money. Note: Can only be taxed if they are a citizen of the settlement of the law executing.,돈을 송금한 시민. 참고: 해당 법률이 시행되는 정착지의 시민일 때만 과세할 수 있습니다.
"Triggers laws on settlements that the Citizen is a part of, as well as settlements (and their parent settlements) owning either bank account.","Triggers laws on settlements that the Citizen is a part of, as well as settlements (and their parent settlements) owning either bank account."
This triggers instead of the 'Transfer Money' action when the source account is a government account.,This triggers instead of the 'Transfer Money' action when the source account is a government account.
"Triggers laws on settlements that the Citizen is a part of, as well as the settlement (and its parents) hosting the election.","Triggers laws on settlements that the Citizen is a part of, as well as the settlement (and its parents) hosting the election."
Target Type,Target Type
What kind of thing was recieving the reputation?,What kind of thing was recieving the reputation?
Triggers laws on settlements that either Citizen is a part of.,Triggers laws on settlements that either Citizen is a part of.
Triggers laws on settlements that the Citizen is a part of.,Triggers laws on settlements that the Citizen is a part of.
Triggers laws on settlements influencing the location performed.,Triggers laws on settlements influencing the location performed.
A citizen felled a tree and created debris.,A citizen felled a tree and created debris.
Triggers laws on settlements influencing the start and end locations where it was performed.,Triggers laws on settlements influencing the start and end locations where it was performed.
Triggers laws on settlements influencing the deed.,Triggers laws on settlements influencing the deed.
Triggers laws on settlements influencing the payment source.,Triggers laws on settlements influencing the payment source.
An effect that is run on each specified citizen of the given settlement at intervals.,An effect that is run on each specified citizen of the given settlement at intervals.
Triggers laws on all founded settlements.,Triggers laws on all founded settlements.
Cultural Plaque,Cultural Plaque
setpartdecaymult,setpartdecaymult
partdecay,partdecay
"On objects within a given radius, make part durability consumption optionally trigger constantly instead of accumulating, and set a multiplier for how fast it goes.","주어진 반지름 내부의 물체에 대하여 부품 내구도 소모가 누적되는 대신, 경우에 따라 유발되도록 하고 부품의 내구도 소모가 얼마나 빠른 가를 배수로 둡니다."
Hours After Deed Overburdened Before Removing Plots,Hours After Deed Overburdened Before Removing Plots
Triggers To Block In Lesser Laws,Triggers To Block In Lesser Laws
Legal Actions To Block In Lesser Laws,Legal Actions To Block In Lesser Laws
Laws To Block,Laws To Block
Tax From All Accounts,Tax From All Accounts
"If set, will attempt to target all bank accounts in the law's jurisdiction.  Otherwise it only targets the personal accounts of the given targets.","If set, will attempt to target all bank accounts in the law's jurisdiction.  Otherwise it only targets the personal accounts of the given targets."
listall,listall
chieves,족장
List all achievements available.,List all achievements available.
mine,mine
mychieves,mychieves
"List all achievements and progress for the given user, or self if none passed.","List all achievements and progress for the given user, or self if none passed."
Steam Server Port,Steam Server Port
Max Users Loading At Same Time,Max Users Loading At Same Time
Port for game traffic. UDP only. Requires a restart to take effect.,Port for game traffic. UDP only. Requires a restart to take effect.
