English,Dutch
Basic Upgrade that greatly increases efficiency when crafting Smelting recipes.,Basic Upgrade that greatly increases efficiency when crafting Smelting recipes.
Smelting Basic Upgrade,Smelting Basic Upgrade
Knowledge of how to use a refined metal and turn it into a usable tool is of utmost importance in order to improve the everyday life.,Knowledge of how to use a refined metal and turn it into a usable tool is of utmost importance in order to improve the everyday life.
Blacksmith,Blacksmith
Blacksmith Skill Book,Blacksmith Skill Book
Blacksmith Skill Scroll,Blacksmith Skill Scroll
A simple workplace with assorted tools for creating both decorative pieces and necessary items.,A simple workplace with assorted tools for creating both decorative pieces and necessary items.
Blacksmith Table,Blacksmith Table
A simple yet ornate table made from cast iron.,A simple yet ornate table made from cast iron.
A state of the art combination of equipment all a budding journalist could need.,A state of the art combination of equipment all a budding journalist could need.
Digital Work Station,Digital Work Station
Extruder,Extruder
A table for the capable hunter to improve their tools.,A table for the capable hunter to improve their tools.
Fletching Table,Fletching Table
A workstation for repairing tools and crafting new ones.,A workstation for repairing tools and crafting new ones.
Grindstone,Grindstone
"A light, but a very large one and it's also spinning around and around.","A light, but a very large one and it's also spinning around and around."
Lighthouse Lamp,Lighthouse Lamp
A primitive table for shaping basic clay products.,A primitive table for shaping basic clay products.
Power Hammer,Power Hammer
Verbose Logs Of Inventory Change Sets,Verbose Logs Of Inventory Change Sets
Uses verbose logs of inventory change set. Can affect performance.,Uses verbose logs of inventory change set. Can affect performance.
"How many claim stakes, if any, are granted to a player upon unlocking a new skill by reading a skillscroll. Decimals permitted (they aggregate and will be given in later scroll readings)","How many claim stakes, if any, are granted to a player upon unlocking a new skill by reading a skillscroll. Decimals permitted (they aggregate and will be given in later scroll readings)"
Claim Stakes Granted Upon New Skillscroll Consumed (when Settlement feature Off),Claim Stakes Granted Upon New Skillscroll Consumed (when Settlement feature Off)
"How many claim papers, if any, are granted to a player upon unlocking a new skill by reading a skillscroll. Decimals permitted (they aggregate and will be given in later scroll readings)","How many claim papers, if any, are granted to a player upon unlocking a new skill by reading a skillscroll. Decimals permitted (they aggregate and will be given in later scroll readings)"
Claim Papers Granted Upon New Skillscroll Consumed (when Settlement feature Off),Claim Papers Granted Upon New Skillscroll Consumed (when Settlement feature Off)
Claim Stakes Granted Upon New Skillscroll Consumed (when Settlement feature On),Claim Stakes Granted Upon New Skillscroll Consumed (when Settlement feature On)
Claim Papers Granted Upon New Skillscroll Consumed (when Settlement feature On),Claim Papers Granted Upon New Skillscroll Consumed (when Settlement feature On)
Common Citizenship,Common Citizenship
Direct Citizenship,Direct Citizenship
levelGround,levelGround
forceAllDefaults,forceAllDefaults
Please check your internet connection or Steam client.,Please check your internet connection or Steam client.
Steam already has a pending authentication request for your account.,Steam already has a pending authentication request for your account.
You have reached your Steam request limit.,You have reached your Steam request limit.
An unexpected fatal issue has occured while attempting to authenticate with Steam.,An unexpected fatal issue has occured while attempting to authenticate with Steam.
The game will now close.,The game will now close.
optional,optioneel
number (float),number (float)
Cant't spawn {0} at this position.,Cant't spawn {0} at this position.
Applied to {0}'s influence radius at {1}.,Applied to {0}'s influence radius at {1}.
{0} has met the culture requirement to annex {1}!,{0} has met the culture requirement to annex {1}!
